"Type","Line","Space","ID","Origin","InitialOrigin","Reference1","Reference2","Reference3","Tags","Roles","MaxUnauthorised","NumberReference1","NumberReference2","NumberReference3"
"Image","10","2","6d5b5477-1090-4a40-8dbf-b391f5b6848c","https://wellcomelibrary.github.io/dlcsdemo/b22001645_0_10_11/assets/6d5b5477-1090-4a40-8dbf-b391f5b6848c.jp2","","b22001645","","","","","-1","0","10","0"
"Image","11","2","f243b02d-3a4a-49a7-9132-427b1a7a454b","https://wellcomelibrary.github.io/dlcsdemo/b22001645_0_10_11/assets/f243b02d-3a4a-49a7-9132-427b1a7a454b.jp2","","b22001645","","","","","-1","0","11","0"
